Code,Code2,RegisteredParents,City,KidsCount,Status,Activity,ActivityCategory,Year,School,IsKinderGarden,Class,SensitivityOrLimitation,RegistrationFee,KidNumberToRegister,Price,Monthly,OneTime
89002,-1,2,517,1,0,2,2,2,32,1,8,0,0,0,200,0,0
89002,-1,2,517,1,0,3,2,2,32,1,8,0,0,0,300,0,0
89002,-1,2,517,1,0,4,2,2,32,1,8,0,0,0,400,0,0
89002,-1,2,517,1,0,10,2,2,32,1,8,0,0,0,1550,0,0
89002,-1,2,517,1,0,11,2,2,32,1,8,0,0,0,1550,0,0
89002,-1,2,517,1,0,12,2,2,32,1,8,0,0,0,3022,0,0
89002,-1,2,517,1,0,39,2,2,32,1,8,0,0,0,500,0,0
89004,-1,2,517,1,0,2,2,2,11,1,8,0,0,0,200,0,0
89004,-1,2,517,1,0,3,2,2,11,1,8,0,0,0,300,0,0
89004,-1,2,517,1,0,4,2,1,9,1,2,0,0,0,480,0,0
89004,-1,2,517,1,0,4,2,2,11,1,8,0,0,0,400,0,0
89004,-1,2,517,1,0,5,2,1,9,1,2,0,0,0,1335,0,0
89004,-1,2,517,1,0,7,2,1,9,1,2,0,0,0,450,0,0
89004,-1,2,517,1,0,10,2,2,11,1,8,0,0,0,1621,0,0
89004,-1,2,517,1,0,13,2,1,9,1,2,0,0,0,1750,0,0
89004,-1,2,517,1,0,39,2,2,11,1,8,0,0,0,500,0,0
89009,-1,2,517,1,0,2,2,2,32,1,8,0,0,0,200,0,0
89009,-1,2,517,1,0,3,2,2,32,1,8,0,0,0,300,0,0
89009,-1,2,517,1,0,4,2,2,32,1,8,0,0,0,400,0,0
89009,-1,2,517,1,0,10,2,2,32,1,8,0,0,0,1550,0,0
89009,-1,2,517,1,0,11,2,2,32,1,8,0,0,0,1550,0,0
89009,-1,2,517,1,0,12,2,2,32,1,8,0,0,0,3022,0,0
89009,-1,2,517,1,0,39,2,2,32,1,8,0,0,0,500,0,0
89031,-1,2,517,3,0,4,2,1,32,1,12,0,0,0,500,0,0
89031,-1,2,517,3,0,10,2,1,32,1,12,0,0,0,1650,0,0
89031,-1,2,517,3,0,11,2,1,32,1,12,0,0,0,1340,0,0
89031,-1,2,517,3,0,12,2,1,32,1,12,0,0,0,2890,0,0
89038,-1,2,517,1,0,4,2,1,32,1,8,0,0,0,500,0,0
89038,-1,2,517,1,0,10,2,1,32,1,8,0,0,0,1650,0,0
89038,-1,2,517,1,0,11,2,1,32,1,8,0,0,0,1340,0,0
89038,-1,2,517,1,0,12,2,1,32,1,8,0,0,0,2890,0,0
89050,-1,2,517,1,0,2,2,2,32,1,8,0,0,0,200,0,0
89050,-1,2,517,1,0,3,2,2,32,1,8,0,0,0,300,0,0
89050,-1,2,517,1,0,4,2,2,32,1,8,0,0,0,400,0,0
89050,-1,2,517,1,0,10,2,2,32,1,8,0,0,0,1550,0,0
89050,-1,2,517,1,0,11,2,2,32,1,8,0,0,0,1550,0,0
89050,-1,2,517,1,0,12,2,2,32,1,8,0,0,0,3022,0,0
89050,-1,2,517,1,0,39,2,2,32,1,8,0,0,0,500,0,0
89055,-1,2,517,1,0,2,2,2,32,1,10,0,0,0,200,0,0
89055,-1,2,517,1,0,3,2,2,32,1,10,0,0,0,300,0,0
89055,-1,2,517,1,0,4,2,1,32,1,8,0,0,0,500,0,0
89055,-1,2,517,1,0,4,2,2,32,1,10,0,0,0,400,0,0
89055,-1,2,517,1,0,10,2,1,32,1,8,0,0,0,1650,0,0
89055,-1,2,517,1,0,10,2,2,32,1,10,0,0,0,1550,0,0
89055,-1,2,517,1,0,11,2,1,32,1,8,0,0,0,1340,0,0
89055,-1,2,517,1,0,11,2,2,32,1,10,0,0,0,1550,0,0
89055,-1,2,517,1,0,12,2,1,32,1,8,0,0,0,2890,0,0
89055,-1,2,517,1,0,12,2,2,32,1,10,0,0,0,3022,0,0
89055,-1,2,517,1,0,39,2,2,32,1,10,0,0,0,500,0,0
89057,-1,2,113,1,0,2,2,2,58,1,10,0,0,0,200,0,0
89057,-1,2,113,1,0,3,2,2,58,1,10,0,0,0,300,0,0
89057,-1,2,113,1,0,4,2,2,58,1,10,0,0,0,400,0,0
89057,-1,2,113,1,0,39,2,2,58,1,10,0,0,0,500,0,0
89061,-1,2,363,1,0,4,2,1,12,1,10,0,0,0,600,0,0
89061,-1,2,363,1,0,10,2,1,12,1,10,0,0,0,1647,0,0
89061,-1,2,363,1,0,11,2,1,12,1,10,0,0,0,1100,0,0
89073,-1,2,517,1,0,4,2,1,32,1,12,0,0,0,500,0,0
89073,-1,2,517,1,0,10,2,1,32,1,12,0,0,0,1650,0,0
89073,-1,2,517,1,0,11,2,1,32,1,12,0,0,0,1340,0,0
89073,-1,2,517,1,0,12,2,1,32,1,12,0,0,0,2890,0,0
89074,-1,2,517,1,0,4,2,1,32,1,10,0,0,0,500,0,0
89074,-1,2,517,1,0,10,2,1,32,1,10,0,0,0,1650,0,0
89074,-1,2,517,1,0,11,2,1,32,1,10,0,0,0,1340,0,0
89074,-1,2,517,1,0,12,2,1,32,1,10,0,0,0,2890,0,0
89077,-1,2,282,1,0,4,2,1,11,1,12,0,0,0,600,0,0
89077,-1,2,282,1,0,10,2,1,11,1,12,0,0,0,1721,0,0
89079,-1,2,517,1,0,2,2,2,32,1,0,0,0,0,200,0,0
89079,-1,2,517,1,0,3,2,2,32,1,0,0,0,0,300,0,0
89079,-1,2,517,1,0,4,2,1,32,1,8,0,0,0,500,0,0
89079,-1,2,517,1,0,4,2,2,32,1,0,0,0,0,400,0,0
89079,-1,2,517,1,0,10,2,1,32,1,8,0,0,0,1650,0,0
89079,-1,2,517,1,0,10,2,2,32,1,0,0,0,0,1550,0,0
89079,-1,2,517,1,0,11,2,1,32,1,8,0,0,0,1340,0,0
89079,-1,2,517,1,0,11,2,2,32,1,0,0,0,0,1550,0,0
89079,-1,2,517,1,0,12,2,1,32,1,8,0,0,0,2890,0,0
89079,-1,2,517,1,0,12,2,2,32,1,0,0,0,0,3022,0,0
89079,-1,2,517,1,0,39,2,2,32,1,0,0,0,0,500,0,0
89084,-1,2,517,1,0,2,2,2,32,1,12,0,0,0,200,0,0
89084,-1,2,517,1,0,3,2,2,32,1,12,0,0,0,300,0,0
89084,-1,2,517,1,0,4,2,2,32,1,12,0,0,0,400,0,0
89084,-1,2,517,1,0,10,2,2,32,1,12,0,0,0,1550,0,0
89084,-1,2,517,1,0,11,2,2,32,1,12,0,0,0,1550,0,0
89084,-1,2,517,1,0,12,2,2,32,1,12,0,0,0,3022,0,0
89084,-1,2,517,1,0,39,2,2,32,1,12,0,0,0,500,0,0
89086,-1,2,517,1,0,2,2,2,32,1,12,0,0,0,200,0,0
89086,-1,2,517,1,0,3,2,2,32,1,12,0,0,0,300,0,0
89086,-1,2,517,1,0,4,2,2,32,1,12,0,0,0,400,0,0
89086,-1,2,517,1,0,10,2,2,32,1,12,0,0,0,1550,0,0
89086,-1,2,517,1,0,11,2,2,32,1,12,0,0,0,1550,0,0
89086,-1,2,517,1,0,12,2,2,32,1,12,0,0,0,3022,0,0
89086,-1,2,517,1,0,39,2,2,32,1,12,0,0,0,500,0,0
89087,-1,2,517,1,0,2,2,2,32,1,10,0,0,0,200,0,0
89087,-1,2,517,1,0,3,2,2,32,1,10,0,0,0,300,0,0
89087,-1,2,517,1,0,4,2,1,32,1,8,0,0,0,500,0,0
89087,-1,2,517,1,0,4,2,2,32,1,10,0,0,0,400,0,0
89087,-1,2,517,1,0,10,2,1,32,1,8,0,0,0,1650,0,0
89087,-1,2,517,1,0,10,2,2,32,1,10,0,0,0,1550,0,0
89087,-1,2,517,1,0,11,2,1,32,1,8,0,0,0,1340,0,0
89087,-1,2,517,1,0,11,2,2,32,1,10,0,0,0,1550,0,0
89087,-1,2,517,1,0,12,2,1,32,1,8,0,0,0,2890,0,0
89087,-1,2,517,1,0,12,2,2,32,1,10,0,0,0,3022,0,0
89087,-1,2,517,1,0,39,2,2,32,1,10,0,0,0,500,0,0
89095,-1,2,517,1,0,4,2,1,32,1,12,0,0,0,500,0,0
89095,-1,2,517,1,0,10,2,1,32,1,12,0,0,0,1650,0,0
89095,-1,2,517,1,0,11,2,1,32,1,12,0,0,0,1340,0,0
89095,-1,2,517,1,0,12,2,1,32,1,12,0,0,0,2890,0,0
89098,-1,2,3,1,0,2,2,2,8,1,1,0,0,0,200,0,0
89098,-1,2,3,1,0,3,2,2,8,1,1,0,0,0,300,0,0
89098,-1,2,3,1,0,4,2,1,8,1,8,0,0,0,480,0,0
89098,-1,2,3,1,0,4,2,2,8,1,1,0,0,0,400,0,0
89098,-1,2,3,1,0,5,2,1,8,1,8,0,0,0,1335,0,0
89098,-1,2,3,1,0,5,2,2,8,1,1,0,0,0,1237,0,0
89098,-1,2,3,1,0,7,2,1,8,1,8,0,0,0,450,0,0
89098,-1,2,3,1,0,7,2,2,8,1,1,0,0,0,450,0,0
89098,-1,2,3,1,0,10,2,1,8,1,8,0,0,0,1550,0,0
89098,-1,2,3,1,0,10,2,2,8,1,1,0,0,0,1600,0,0
89098,-1,2,3,1,0,11,2,1,8,1,8,0,0,0,1550,0,0
89098,-1,2,3,1,0,11,2,2,8,1,1,0,0,0,1600,0,0
89098,-1,2,3,1,0,12,2,1,8,1,8,0,0,0,2855,0,0
89098,-1,2,3,1,0,12,2,2,8,1,1,0,0,0,3040,0,0
89098,-1,2,3,1,0,13,2,1,8,1,8,0,0,0,1750,0,0
89098,-1,2,3,1,0,13,2,2,8,1,1,0,0,0,1650,0,0
89098,-1,2,3,1,0,39,2,2,8,1,1,0,0,0,500,0,0
89098,-1,2,3,1,0,41,2,2,8,1,1,0,0,0,750,0,0
89098,-1,2,3,1,0,43,2,2,8,1,1,0,0,0,1400,0,0
89098,-1,2,3,1,0,44,2,2,8,1,1,0,0,0,1950,0,0
89108,-1,2,517,1,0,4,2,1,32,1,10,0,0,0,500,0,0
89108,-1,2,517,1,0,10,2,1,32,1,10,0,0,0,1650,0,0
89108,-1,2,517,1,0,11,2,1,32,1,10,0,0,0,1340,0,0
89108,-1,2,517,1,0,12,2,1,32,1,10,0,0,0,2890,0,0
89126,-1,2,517,1,0,4,2,1,32,1,8,1,0,0,500,0,0
89126,-1,2,517,1,0,10,2,1,32,1,8,1,0,0,1650,0,0
89126,-1,2,517,1,0,11,2,1,32,1,8,1,0,0,1340,0,0
89126,-1,2,517,1,0,12,2,1,32,1,8,1,0,0,2890,0,0
89128,-1,2,517,1,0,2,2,2,32,1,10,1,0,0,200,0,0
89128,-1,2,517,1,0,3,2,2,32,1,10,1,0,0,300,0,0
89128,-1,2,517,1,0,4,2,2,32,1,10,1,0,0,400,0,0
89128,-1,2,517,1,0,10,2,2,32,1,10,1,0,0,1550,0,0
89128,-1,2,517,1,0,11,2,2,32,1,10,1,0,0,1550,0,0
89128,-1,2,517,1,0,12,2,2,32,1,10,1,0,0,3022,0,0
89128,-1,2,517,1,0,39,2,2,32,1,10,1,0,0,500,0,0
89131,-1,2,517,1,0,2,2,2,32,1,12,0,0,0,200,0,0
89131,-1,2,517,1,0,3,2,2,32,1,12,0,0,0,300,0,0
89131,-1,2,517,1,0,4,2,2,32,1,12,0,0,0,400,0,0
89131,-1,2,517,1,0,10,2,2,32,1,12,0,0,0,1550,0,0
89131,-1,2,517,1,0,11,2,2,32,1,12,0,0,0,1550,0,0
89131,-1,2,517,1,0,12,2,2,32,1,12,0,0,0,3022,0,0
89131,-1,2,517,1,0,39,2,2,32,1,12,0,0,0,500,0,0
89132,-1,2,7,1,0,4,2,1,12,1,1,0,0,0,600,0,0
89132,-1,2,7,1,0,10,2,1,12,1,1,0,0,0,1647,0,0
89132,-1,2,7,1,0,11,2,1,12,1,1,0,0,0,1100,0,0
89142,-1,2,517,1,0,4,2,1,32,1,12,0,0,0,500,0,0
89142,-1,2,517,1,0,10,2,1,32,1,12,0,0,0,1650,0,0
89142,-1,2,517,1,0,11,2,1,32,1,12,0,0,0,1340,0,0
89142,-1,2,517,1,0,12,2,1,32,1,12,0,0,0,2890,0,0
89144,-1,2,517,2,0,4,2,1,22,1,1,0,0,0,500,0,0
89144,-1,2,517,2,0,7,2,1,22,1,1,0,0,0,450,0,0
89145,-1,2,517,1,0,2,2,2,32,1,10,0,0,0,200,0,0
89145,-1,2,517,1,0,3,2,2,32,1,10,0,0,0,300,0,0
89145,-1,2,517,1,0,4,2,1,32,1,8,1,0,0,500,0,0
89145,-1,2,517,1,0,4,2,2,32,1,10,0,0,0,400,0,0
89145,-1,2,517,1,0,10,2,1,32,1,8,1,0,0,1650,0,0
89145,-1,2,517,1,0,10,2,2,32,1,10,0,0,0,1550,0,0
89145,-1,2,517,1,0,11,2,1,32,1,8,1,0,0,1340,0,0
89145,-1,2,517,1,0,11,2,2,32,1,10,0,0,0,1550,0,0
89145,-1,2,517,1,0,12,2,1,32,1,8,1,0,0,2890,0,0
89145,-1,2,517,1,0,12,2,2,32,1,10,0,0,0,3022,0,0
89145,-1,2,517,1,0,39,2,2,32,1,10,0,0,0,500,0,0
89157,-1,2,517,1,0,4,2,1,32,1,10,1,0,0,500,0,0
89157,-1,2,517,1,0,10,2,1,32,1,10,1,0,0,1650,0,0
89157,-1,2,517,1,0,11,2,1,32,1,10,1,0,0,1340,0,0
89157,-1,2,517,1,0,12,2,1,32,1,10,1,0,0,2890,0,0
89207,-1,2,517,1,0,2,2,2,32,1,8,0,0,0,200,0,0
89207,-1,2,517,1,0,3,2,2,32,1,8,0,0,0,300,0,0
89207,-1,2,517,1,0,4,2,1,32,1,8,0,0,0,500,0,0
89207,-1,2,517,1,0,4,2,2,32,1,8,0,0,0,400,0,0
89207,-1,2,517,1,0,10,2,1,32,1,8,0,0,0,1650,0,0
89207,-1,2,517,1,0,10,2,2,32,1,8,0,0,0,1550,0,0
89207,-1,2,517,1,0,11,2,1,32,1,8,0,0,0,1340,0,0
89207,-1,2,517,1,0,11,2,2,32,1,8,0,0,0,1550,0,0
89207,-1,2,517,1,0,12,2,1,32,1,8,0,0,0,2890,0,0
89207,-1,2,517,1,0,12,2,2,32,1,8,0,0,0,3022,0,0
89207,-1,2,517,1,0,39,2,2,32,1,8,0,0,0,500,0,0
89314,-1,2,517,2,0,6,2,1,48,1,5,0,0,0,2000,0,0
89314,-1,2,517,2,0,9,2,1,48,1,5,0,0,0,2900,0,0
89420,-1,2,517,2,0,4,2,1,14,1,2,0,0,0,500,0,0
89420,-1,2,517,2,0,7,2,1,14,1,2,0,0,0,450,0,0
89420,-1,2,517,2,0,10,2,1,14,1,2,0,0,0,1680,0,0
89420,-1,2,517,2,0,11,2,1,14,1,2,0,0,0,1680,0,0
89420,-1,2,517,2,0,12,2,1,14,1,2,0,0,0,3065,0,0
89420,-1,2,517,2,0,13,2,1,14,1,2,0,0,0,1680,0,0
89420,-1,2,517,2,0,17,2,1,14,1,2,0,0,0,2080,0,0
89420,-1,2,517,2,0,41,2,1,14,1,2,0,0,0,650,0,0
89421,-1,2,517,1,0,4,2,1,32,1,8,0,0,0,500,0,0
89421,-1,2,517,1,0,10,2,1,32,1,8,0,0,0,1650,0,0
89421,-1,2,517,1,0,11,2,1,32,1,8,0,0,0,1340,0,0
89421,-1,2,517,1,0,12,2,1,32,1,8,0,0,0,2890,0,0
89431,-1,2,517,3,0,6,2,1,48,1,3,0,0,0,2000,0,0
89431,-1,2,517,3,0,9,2,1,48,1,3,0,0,0,2900,0,0
89507,-1,2,517,2,0,6,2,1,48,1,4,0,0,0,2000,0,0
89507,-1,2,517,2,0,9,2,1,48,1,4,0,0,0,2900,0,0
89646,-1,2,363,2,0,7,2,1,53,1,2,0,0,0,450,0,0
89658,-1,2,363,1,0,7,2,1,53,1,2,0,0,0,450,0,0
89661,-1,2,363,2,0,7,2,1,53,1,2,0,0,0,450,0,0
89693,-1,2,517,3,0,4,2,1,32,1,1,0,0,1,500,0,0
89693,-1,2,517,3,0,10,2,1,32,1,1,0,0,1,1650,0,0
89693,-1,2,517,3,0,11,2,1,32,1,1,0,0,1,1340,0,0
89693,-1,2,517,3,0,12,2,1,32,1,1,0,0,1,2890,0,0
89700,-1,2,517,1,0,2,2,2,32,1,12,0,0,0,200,0,0
89700,-1,2,517,1,0,3,2,2,32,1,12,0,0,0,300,0,0
89700,-1,2,517,1,0,4,2,2,32,1,12,0,0,0,400,0,0
89700,-1,2,517,1,0,10,2,2,32,1,12,0,0,0,1550,0,0
89700,-1,2,517,1,0,11,2,2,32,1,12,0,0,0,1550,0,0
89700,-1,2,517,1,0,12,2,2,32,1,12,0,0,0,3022,0,0
89700,-1,2,517,1,0,39,2,2,32,1,12,0,0,0,500,0,0
89765,-1,2,363,3,0,7,2,1,53,1,2,1,0,0,450,0,0
89820,-1,2,363,2,0,7,2,1,53,1,2,0,0,0,450,0,0
89828,-1,2,517,2,0,4,2,1,17,1,2,0,0,0,500,0,0
89828,-1,2,517,2,0,5,2,1,17,1,2,0,0,0,1335,0,0
89828,-1,2,517,2,0,7,2,1,17,1,2,0,0,0,450,0,0
89828,-1,2,517,2,0,8,2,1,17,1,2,0,0,0,750,0,0
89828,-1,2,517,2,0,13,2,1,17,1,2,0,0,0,1750,0,0
89828,-1,2,517,2,0,17,2,1,17,1,2,0,0,0,2130,0,0
89837,-1,2,517,2,0,4,2,1,17,1,2,0,0,0,500,0,0
89837,-1,2,517,2,0,5,2,1,17,1,2,0,0,0,1335,0,0
89837,-1,2,517,2,0,7,2,1,17,1,2,0,0,0,450,0,0
89837,-1,2,517,2,0,8,2,1,17,1,2,0,0,0,750,0,0
89837,-1,2,517,2,0,13,2,1,17,1,2,0,0,0,1750,0,0
89837,-1,2,517,2,0,17,2,1,17,1,2,0,0,0,2130,0,0
89844,-1,2,517,2,0,4,2,1,17,1,2,0,0,0,500,0,0
89844,-1,2,517,2,0,5,2,1,17,1,2,0,0,0,1335,0,0
89844,-1,2,517,2,0,7,2,1,17,1,2,0,0,0,450,0,0
89844,-1,2,517,2,0,8,2,1,17,1,2,0,0,0,750,0,0
89844,-1,2,517,2,0,13,2,1,17,1,2,0,0,0,1750,0,0
89844,-1,2,517,2,0,17,2,1,17,1,2,0,0,0,2130,0,0
90011,-1,2,517,1,0,2,2,2,32,1,12,0,0,0,200,0,0
90011,-1,2,517,1,0,3,2,2,32,1,12,0,0,0,300,0,0
90011,-1,2,517,1,0,4,2,2,32,1,12,0,0,0,400,0,0
90011,-1,2,517,1,0,10,2,2,32,1,12,0,0,0,1550,0,0
90011,-1,2,517,1,0,11,2,2,32,1,12,0,0,0,1550,0,0
90011,-1,2,517,1,0,12,2,2,32,1,12,0,0,0,3022,0,0
90011,-1,2,517,1,0,39,2,2,32,1,12,0,0,0,500,0,0
90124,-1,2,517,4,0,4,2,1,14,1,1,0,0,0,500,0,0
90124,-1,2,517,4,0,7,2,1,14,1,1,0,0,0,450,0,0
90124,-1,2,517,4,0,10,2,1,14,1,1,0,0,0,1680,0,0
90124,-1,2,517,4,0,11,2,1,14,1,1,0,0,0,1680,0,0
90124,-1,2,517,4,0,12,2,1,14,1,1,0,0,0,3065,0,0
90124,-1,2,517,4,0,13,2,1,14,1,1,0,0,0,1680,0,0
90124,-1,2,517,4,0,17,2,1,14,1,1,0,0,0,2080,0,0
90124,-1,2,517,4,0,41,2,1,14,1,1,0,0,0,650,0,0
90197,-1,2,363,2,0,7,2,1,53,1,2,1,0,0,450,0,0
90203,-1,2,363,3,0,7,2,1,53,1,2,0,0,0,450,0,0
90231,-1,2,282,2,0,7,2,1,34,1,1,0,0,0,450,0,0
90231,-1,2,282,2,0,15,2,1,34,1,1,0,0,0,1250,0,0
90250,-1,2,517,2,0,4,2,1,17,1,2,0,0,0,500,0,0
90250,-1,2,517,2,0,5,2,1,17,1,2,0,0,0,1335,0,0
90250,-1,2,517,2,0,7,2,1,17,1,2,0,0,0,450,0,0
90250,-1,2,517,2,0,8,2,1,17,1,2,0,0,0,750,0,0
90250,-1,2,517,2,0,13,2,1,17,1,2,0,0,0,1750,0,0
90250,-1,2,517,2,0,17,2,1,17,1,2,0,0,0,2130,0,0
90394,-1,2,517,2,0,4,2,1,17,1,2,0,0,0,500,0,0
90394,-1,2,517,2,0,5,2,1,17,1,2,0,0,0,1335,0,0
90394,-1,2,517,2,0,7,2,1,17,1,2,0,0,0,450,0,0
90394,-1,2,517,2,0,8,2,1,17,1,2,0,0,0,750,0,0
90394,-1,2,517,2,0,13,2,1,17,1,2,0,0,0,1750,0,0
90394,-1,2,517,2,0,17,2,1,17,1,2,0,0,0,2130,0,0
90415,-1,2,363,2,0,7,2,1,53,1,2,0,0,0,450,0,0
90416,-1,2,282,2,0,7,2,1,34,1,2,0,0,0,450,0,0
90416,-1,2,282,2,0,15,2,1,34,1,2,0,0,0,1250,0,0
90464,-1,2,363,2,0,7,2,1,53,1,2,0,0,0,450,0,0
90498,-1,2,517,1,0,4,2,1,32,1,10,0,0,0,500,0,0
90498,-1,2,517,1,0,10,2,1,32,1,10,0,0,0,1650,0,0
90498,-1,2,517,1,0,11,2,1,32,1,10,0,0,0,1340,0,0
90498,-1,2,517,1,0,12,2,1,32,1,10,0,0,0,2890,0,0
90604,-1,2,517,1,0,4,2,1,32,1,10,0,0,0,500,0,0
90604,-1,2,517,1,0,10,2,1,32,1,10,0,0,0,1650,0,0
90604,-1,2,517,1,0,11,2,1,32,1,10,0,0,0,1340,0,0
90604,-1,2,517,1,0,12,2,1,32,1,10,0,0,0,2890,0,0
90636,-1,2,517,2,0,4,2,1,17,1,2,0,0,0,500,0,0
90636,-1,2,517,2,0,5,2,1,17,1,2,0,0,0,1335,0,0
90636,-1,2,517,2,0,7,2,1,17,1,2,0,0,0,450,0,0
90636,-1,2,517,2,0,8,2,1,17,1,2,0,0,0,750,0,0
90636,-1,2,517,2,0,13,2,1,17,1,2,0,0,0,1750,0,0
90636,-1,2,517,2,0,17,2,1,17,1,2,0,0,0,2130,0,0
90685,-1,2,517,2,0,4,2,1,14,1,1,0,0,0,500,0,0
90685,-1,2,517,2,0,7,2,1,14,1,1,0,0,0,450,0,0
90685,-1,2,517,2,0,10,2,1,14,1,1,0,0,0,1680,0,0
90685,-1,2,517,2,0,11,2,1,14,1,1,0,0,0,1680,0,0
90685,-1,2,517,2,0,12,2,1,14,1,1,0,0,0,3065,0,0
90685,-1,2,517,2,0,13,2,1,14,1,1,0,0,0,1680,0,0
90685,-1,2,517,2,0,17,2,1,14,1,1,0,0,0,2080,0,0
90685,-1,2,517,2,0,41,2,1,14,1,1,0,0,0,650,0,0
90905,-1,2,3,1,0,2,2,2,8,1,1,0,0,0,200,0,0
90905,-1,2,3,1,0,3,2,2,8,1,1,0,0,0,300,0,0
90905,-1,2,3,1,0,4,2,1,8,1,10,0,0,0,480,0,0
90905,-1,2,3,1,0,4,2,2,8,1,1,0,0,0,400,0,0
90905,-1,2,3,1,0,5,2,1,8,1,10,0,0,0,1335,0,0
90905,-1,2,3,1,0,5,2,2,8,1,1,0,0,0,1237,0,0
90905,-1,2,3,1,0,7,2,1,8,1,10,0,0,0,450,0,0
90905,-1,2,3,1,0,7,2,2,8,1,1,0,0,0,450,0,0
90905,-1,2,3,1,0,10,2,1,8,1,10,0,0,0,1550,0,0
90905,-1,2,3,1,0,10,2,2,8,1,1,0,0,0,1600,0,0
90905,-1,2,3,1,0,11,2,1,8,1,10,0,0,0,1550,0,0
90905,-1,2,3,1,0,11,2,2,8,1,1,0,0,0,1600,0,0
90905,-1,2,3,1,0,12,2,1,8,1,10,0,0,0,2855,0,0
90905,-1,2,3,1,0,12,2,2,8,1,1,0,0,0,3040,0,0
90905,-1,2,3,1,0,13,2,1,8,1,10,0,0,0,1750,0,0
90905,-1,2,3,1,0,13,2,2,8,1,1,0,0,0,1650,0,0
90905,-1,2,3,1,0,39,2,2,8,1,1,0,0,0,500,0,0
90905,-1,2,3,1,0,41,2,2,8,1,1,0,0,0,750,0,0
90905,-1,2,3,1,0,43,2,2,8,1,1,0,0,0,1400,0,0
90905,-1,2,3,1,0,44,2,2,8,1,1,0,0,0,1950,0,0
90908,-1,2,517,2,0,4,2,1,32,1,10,0,0,0,500,0,0
90908,-1,2,517,2,0,10,2,1,32,1,10,0,0,0,1650,0,0
90908,-1,2,517,2,0,11,2,1,32,1,10,0,0,0,1340,0,0
90908,-1,2,517,2,0,12,2,1,32,1,10,0,0,0,2890,0,0
90936,-1,2,363,2,0,7,2,1,53,1,2,0,0,0,450,0,0
91056,-1,2,517,2,0,4,2,1,14,1,10,0,0,0,500,0,0
91056,-1,2,517,2,0,7,2,1,14,1,10,0,0,0,450,0,0
91056,-1,2,517,2,0,10,2,1,14,1,10,0,0,0,1680,0,0
91056,-1,2,517,2,0,11,2,1,14,1,10,0,0,0,1680,0,0
91056,-1,2,517,2,0,12,2,1,14,1,10,0,0,0,3065,0,0
91056,-1,2,517,2,0,13,2,1,14,1,10,0,0,0,1680,0,0
91056,-1,2,517,2,0,17,2,1,14,1,10,0,0,0,2080,0,0
91056,-1,2,517,2,0,41,2,1,14,1,10,0,0,0,650,0,0
91057,-1,2,517,1,0,4,2,1,32,1,10,0,0,0,500,0,0
91057,-1,2,517,1,0,10,2,1,32,1,10,0,0,0,1650,0,0
91057,-1,2,517,1,0,11,2,1,32,1,10,0,0,0,1340,0,0
91057,-1,2,517,1,0,12,2,1,32,1,10,0,0,0,2890,0,0
91058,-1,2,517,1,0,4,2,1,32,1,10,0,0,0,500,0,0
91058,-1,2,517,1,0,10,2,1,32,1,10,0,0,0,1650,0,0
91058,-1,2,517,1,0,11,2,1,32,1,10,0,0,0,1340,0,0
91058,-1,2,517,1,0,12,2,1,32,1,10,0,0,0,2890,0,0
91059,-1,2,517,1,0,2,2,2,32,1,10,1,0,0,200,0,0
91059,-1,2,517,1,0,3,2,2,32,1,10,1,0,0,300,0,0
91059,-1,2,517,1,0,4,2,2,32,1,10,1,0,0,400,0,0
91059,-1,2,517,1,0,10,2,2,32,1,10,1,0,0,1550,0,0
91059,-1,2,517,1,0,11,2,2,32,1,10,1,0,0,1550,0,0
91059,-1,2,517,1,0,12,2,2,32,1,10,1,0,0,3022,0,0
91059,-1,2,517,1,0,39,2,2,32,1,10,1,0,0,500,0,0
91061,-1,2,517,2,0,4,2,1,14,1,10,0,0,0,500,0,0
91061,-1,2,517,2,0,7,2,1,14,1,10,0,0,0,450,0,0
91061,-1,2,517,2,0,10,2,1,14,1,10,0,0,0,1680,0,0
91061,-1,2,517,2,0,11,2,1,14,1,10,0,0,0,1680,0,0
91061,-1,2,517,2,0,12,2,1,14,1,10,0,0,0,3065,0,0
91061,-1,2,517,2,0,13,2,1,14,1,10,0,0,0,1680,0,0
91061,-1,2,517,2,0,17,2,1,14,1,10,0,0,0,2080,0,0
91061,-1,2,517,2,0,41,2,1,14,1,10,0,0,0,650,0,0
91063,-1,2,517,2,0,2,2,2,32,1,8,0,0,1,200,0,0
91063,-1,2,517,2,0,3,2,2,32,1,8,0,0,1,300,0,0
91063,-1,2,517,2,0,4,2,1,14,1,12,0,0,0,500,0,0
91063,-1,2,517,2,0,4,2,2,32,1,8,0,0,1,400,0,0
91063,-1,2,517,2,0,7,2,1,14,1,12,0,0,0,450,0,0
91063,-1,2,517,2,0,10,2,1,14,1,12,0,0,0,1680,0,0
91063,-1,2,517,2,0,10,2,2,32,1,8,0,0,1,1550,0,0
91063,-1,2,517,2,0,11,2,1,14,1,12,0,0,0,1680,0,0
91063,-1,2,517,2,0,11,2,2,32,1,8,0,0,1,1550,0,0
91063,-1,2,517,2,0,12,2,1,14,1,12,0,0,0,3065,0,0
91063,-1,2,517,2,0,12,2,2,32,1,8,0,0,1,3022,0,0
91063,-1,2,517,2,0,13,2,1,14,1,12,0,0,0,1680,0,0
